player_id,web_name,team,gameweek,opponent,was_home,minutes,goals_scored,assists,clean_sheets,total_points,expected_goals,expected_assists,influence,creativity,threat,value,selected,transfers_in,transfers_out
26,Zubimendi,Arsenal,20,BOU,0,90,0,0,0,3,0.0,0.08,21.4,17.4,0.0,52,291279,24237,6803
26,Zubimendi,Arsenal,21,LIV,1,90,0,0,1,5,0.0,0.11,17.8,3.8,2.0,52,281986,6685,14695
26,Zubimendi,Arsenal,22,NFO,0,78,0,0,1,3,0.0,0.01,12.8,1.5,2.0,52,282560,12109,12965
26,Zubimendi,Arsenal,23,MUN,1,57,0,0,0,1,0.31,0.01,10.0,1.8,40.0,52,284379,10253,9007
26,Zubimendi,Arsenal,24,LEE,0,90,1,0,1,10,0.35,0.01,45.4,2.6,35.0,52,283208,12344,13741
26,Zubimendi,Arsenal,25,SUN,1,90,1,0,1,10,0.03,0.04,41.4,5.7,9.0,52,333525,54676,6855
26,Zubimendi,Arsenal,26,WOL,0,90,0,0,0,4,0.0,0.02,15.4,7.0,0.0,53,779149,433745,9834
26,Zubimendi,Arsenal,27,TOT,0,90,0,0,0,2,0.0,0.02,11.2,4.2,6.0,53,708242,35682,81051
26,Zubimendi,Arsenal,28,CHE,1,90,0,0,0,2,0.08,0.21,0.0,0.3,1.0,53,646267,15326,77190
26,Zubimendi,Arsenal,29,BHA,0,79,0,0,1,3,0.03,0.0,10.0,0.7,4.0,52,592229,15419,70525
26,Zubimendi,Arsenal,30,EVE,1,73,0,0,1,3,0.1,0.12,8.0,16.8,15.0,52,544852,12877,62663
47,Rogers,Aston Villa,1,NEW,1,90,0,0,1,3,0.0,0.05,7.2,20.1,4.0,70,967291,0,0
47,Rogers,Aston Villa,2,BRE,0,90,0,0,0,2,0.1,0.12,4.4,21.3,17.0,70,1054954,106067,122089
47,Rogers,Aston Villa,3,CRY,1,90,0,0,0,2,0.04,0.04,9.4,4.9,21.0,70,1003558,101550,158249
47,Rogers,Aston Villa,4,EVE,0,90,0,0,1,3,0.08,0.02,6.4,4.0,7.0,70,922287,90527,190860
47,Rogers,Aston Villa,5,SUN,0,81,0,0,0,2,0.0,0.27,5.2,23.8,10.0,70,933921,88944,108827
47,Rogers,Aston Villa,6,FUL,1,90,0,1,0,5,0.0,0.06,26.8,30.9,6.0,69,699563,15133,239580
47,Rogers,Aston Villa,7,BUR,1,90,0,1,0,5,0.24,0.08,30.6,13.3,33.0,69,687856,33588,60699
47,Rogers,Aston Villa,8,TOT,0,90,1,0,0,7,0.03,0.01,35.6,4.0,9.0,69,612554,21907,96779
47,Rogers,Aston Villa,9,MCI,1,90,0,0,1,3,0.0,0.07,11.2,12.3,6.0,68,605254,33787,45028
47,Rogers,Aston Villa,10,LIV,0,90,0,0,0,1,0.14,0.22,6.6,18.0,27.0,68,589739,26780,43692
47,Rogers,Aston Villa,11,BOU,1,85,0,0,1,2,0.03,0.02,0.0,1.8,12.0,68,602404,40681,33138
47,Rogers,Aston Villa,12,LEE,0,90,2,0,0,15,0.25,0.04,76.4,22.0,48.0,68,662520,75225,26045
47,Rogers,Aston Villa,13,WOL,1,90,0,0,1,3,0.08,0.04,0.0,2.9,23.0,69,1640019,592998,8392
47,Rogers,Aston Villa,14,BHA,0,90,0,1,0,6,0.0,0.26,33.0,36.4,8.0,69,1218094,65570,71344
47,Rogers,Aston Villa,15,ARS,1,90,0,0,0,2,0.04,0.17,13.6,32.3,41.0,69,1154708,55444,106464
47,Rogers,Aston Villa,16,WHU,0,90,2,0,0,15,0.63,0.1,74.4,8.3,36.0,70,1365769,285835,125749
47,Rogers,Aston Villa,17,MUN,1,90,2,0,0,15,1.18,0.01,71.6,1.8,59.0,71,1842772,510603,46743
47,Rogers,Aston Villa,18,CHE,0,90,0,0,0,1,0.06,0.44,7.2,40.4,7.0,73,2868524,1019171,40939
47,Rogers,Aston Villa,19,ARS,0,81,0,0,0,1,0.13,0.05,0.0,3.1,9.0,74,2940073,355456,101739
47,Rogers,Aston Villa,20,NFO,1,90,0,1,0,5,0.19,0.2,20.0,32.4,32.0,75,3789331,766102,56782
47,Rogers,Aston Villa,21,CRY,0,90,0,0,1,3,0.2,0.09,16.0,24.8,40.0,76,3973049,298444,90532
47,Rogers,Aston Villa,22,EVE,1,90,0,0,0,2,0.82,0.02,2.4,25.6,37.0,77,4169536,335845,152118
47,Rogers,Aston Villa,23,NEW,0,90,0,1,1,8,0.09,0.08,38.4,27.3,22.0,77,3982457,86741,262886
47,Rogers,Aston Villa,24,BRE,1,90,0,0,0,2,0.21,0.33,14.4,31.5,53.0,77,4073504,231607,161702
47,Rogers,Aston Villa,25,BOU,0,90,1,0,0,10,0.12,0.08,46.8,27.1,25.0,76,3846834,88269,300648
47,Rogers,Aston Villa,26,BHA,1,90,0,0,1,2,0.2,0.03,4.4,22.2,52.0,76,3913088,173371,116320
47,Rogers,Aston Villa,27,LEE,1,90,0,0,0,2,0.07,0.2,11.6,20.5,14.0,77,4093051,258594,104217
47,Rogers,Aston Villa,28,WOL,0,90,0,0,0,2,0.21,0.03,15.0,12.2,27.0,77,4101615,128380,125440
47,Rogers,Aston Villa,29,CHE,1,90,0,0,0,1,0.13,0.01,4.0,2.4,25.0,76,3571993,32676,537539
47,Rogers,Aston Villa,30,MUN,0,90,0,0,0,2,0.09,0.2,0.0,0.0,0.0,75,3151998,27013,466026
72,Senesi,Bournemouth,1,LIV,0,90,0,0,0,2,0.0,0.05,26.6,14.6,2.0,45,66685,0,0
72,Senesi,Bournemouth,2,WOL,1,90,0,0,1,9,0.0,0.01,25.0,0.9,2.0,45,150492,55666,11228
72,Senesi,Bournemouth,3,TOT,0,90,0,1,1,14,0.14,0.03,37.4,10.7,6.0,45,196264,67786,28145
72,Senesi,Bournemouth,4,BHA,1,90,0,0,0,3,0.0,0.03,30.0,4.7,2.0,46,975444,735993,54814
